ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2022-06-02T16:05:47Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",0,BR,189.40.100.176,unknown,Take A Look Around,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,spotify:track:2avKuMN2QXkaG9vvHa2JLt,,,,fwdbtn,fwdbtn,true,,false,1654185970533,false
2022-06-02T16:09:43Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",235093,BR,189.40.100.176,unknown,Pretend We're Dead,L7,Bricks Are Heavy,spotify:track:3z5ggGtcs4t8pizW521gW9,,,,fwdbtn,trackdone,true,,false,1654185972214,false
2022-06-02T16:12:26Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",162600,BR,189.40.100.176,unknown,Faint,Linkin Park,Meteora,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,,,,trackdone,trackdone,true,,false,1654186236913,false
2022-06-03T02:38:37Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",6577,BR,179.178.46.24,unknown,Prayer Of The Refugee,Rise Against,The Sufferer & The Witness,spotify:track:2VGQ342iuqj6aSaYbyBQVJ,,,,trackdone,unexpected-exit-while-paused,true,,false,1654186400087,false
2022-06-04T22:11:57Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",433920,BR,189.40.102.124,unknown,The Patient,TOOL,Lateralus,spotify:track:0Klbxk3g96Qae4DbCnUNcT,,,,clickrow,trackdone,true,,false,1654380333639,false
2022-06-04T22:15:08Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",190718,BR,189.40.102.124,unknown,A Little Bit Off,Five Finger Death Punch,F8,spotify:track:6GqqGv8frU7kqzXkm2rewI,,,,trackdone,trackdone,true,,false,1654380770362,false
2022-06-04T22:18:54Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",224906,BR,189.40.102.124,unknown,Wash It All Away,Five Finger Death Punch,Got Your Six,spotify:track:5nRBTzF9dLIlNqnl0xWo9g,,,,trackdone,trackdone,true,,false,1654380961258,false
2022-06-04T22:22:06Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",192053,BR,189.40.102.124,unknown,Fluctuate,Catfish and the Bottlemen,The Balance,spotify:track:27xKntLxqf0HDGVdcNIkcY,,,,trackdone,trackdone,true,,false,1654381186809,false
2022-06-05T04:40:50Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",257723,BR,189.40.102.35,unknown,The Light,Metronomy,Metronomy Forever,spotify:track:64R2n9O7Aif7YP3ivkOWYS,,,,trackdone,unexpected-exit-while-paused,true,,false,1654381379303,false
2022-06-05T21:02:13Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",337866,BR,189.40.102.92,unknown,Où va le monde,La Femme,Mystère,spotify:track:6M2ZYgZ2cdu5oCHGI8wamV,,,,playbtn,trackdone,true,,false,1654462648609,false
2022-06-05T21:05:22Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",189026,BR,189.40.102.92,unknown,carmen,Stromae,racine carrée,spotify:track:1pRvlcrVxqdDAyYT1Ym3Wq,,,,trackdone,trackdone,true,,false,1654462986059,false
2022-06-05T21:05:51Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",26737,BR,189.40.102.92,unknown,Manitoumani,-M-,Lamomali,spotify:track:40sgwuGnpN1XQ3AbE9exPD,,,,trackdone,fwdbtn,true,,false,1654463175460,false
2022-06-05T21:05:54Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",2996,BR,189.40.102.92,unknown,Alors on danse - Radio Edit,Stromae,Cheese,spotify:track:2GYHyAoLWpkxLVa4oYTVko,,,,fwdbtn,fwdbtn,true,,false,1654463203831,false
2022-06-05T21:05:55Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",1120,BR,189.40.102.92,unknown,All I Need (with Mahalia & Ty Dolla $ign),Jacob Collier,Djesse Vol. 3,spotify:track:164VgxTozx99XCinCB9ITR,,,,fwdbtn,fwdbtn,true,,false,1654463206909,false
2022-06-05T21:06:01Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",5556,BR,189.40.102.92,unknown,Ce soir,Kumisolo,La femme japonaise,spotify:track:5sJ3ZLtdHIckPX0mKzLE0c,,,,fwdbtn,fwdbtn,true,,false,1654463208365,false
2022-06-05T21:06:03Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",990,BR,189.40.102.92,unknown,On ira,Zaz,Recto verso,spotify:track:0O7j6n6xv3XtsqAqZw0nYM,,,,fwdbtn,fwdbtn,true,,false,1654463214360,false
2022-06-05T21:39:43Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",189168,BR,189.40.103.147,unknown,Qui de nous deux,-M-,Qui de nous deux,spotify:track:0PZiPbrDCdORrSW6IIICRG,,,,fwdbtn,unexpected-exit-while-paused,true,,false,1654463215556,false
2022-06-05T22:13:37Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 11 API 30 (samsung, SM-M526B)",189168,BR,181.221.242.240,unknown,Qui de nous deux,-M-,Qui de nous deux,spotify:track:0PZiPbrDCdORrSW6IIICRG,,,,fwdbtn,unexpected-exit-while-paused,true,,false,1654463215556,false
2022-06-06T22:05:53Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",193866,BR,189.40.102.13,unknown,Smash It Up!,The (International) Noise Conspiracy,Survival Sickness,spotify:track:4F1yUP1Y2vlsyGGlVuFPcH,,,,playbtn,trackdone,true,,false,1654553028939,false
2022-06-06T22:09:57Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",243520,BR,189.40.102.13,unknown,Summerholidays Vs. Punkroutine,Refused,The Shape Of Punk To Come,spotify:track:6pa63bus7BPu8g8rvJISSj,,,,trackdone,trackdone,true,,false,1654553222485,false
2022-06-06T22:12:38Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",160173,BR,189.40.102.13,unknown,Zero - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,spotify:track:4YFcGTdgmEuw8xTO4XrxbB,,,,trackdone,trackdone,true,,false,1654553466171,false
2022-06-07T04:46:50Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",115840,BR,186.235.54.16,unknown,The Dream,Thee Oh Sees,Carrion Crawler / The Dream,spotify:track:1JdweBSkJMLjnNW6LzmXJ8,,,,trackdone,logout,true,,false,1654553627124,false
2022-06-07T14:49:14Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",296527,BR,179.178.46.24,unknown,The Dream,Thee Oh Sees,Carrion Crawler / The Dream,spotify:track:1JdweBSkJMLjnNW6LzmXJ8,,,,appload,trackdone,true,,false,1654613007008,false
2022-06-07T14:53:33Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",258653,BR,179.178.46.24,unknown,Myth,Beach House,Bloom,spotify:track:2vAts2sr7wl8NJwd8qmUEo,,,,trackdone,trackdone,true,,false,1654613423162,false
2022-06-07T14:56:53Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",199413,BR,179.178.46.24,unknown,Master of None,Beach House,Beach House,spotify:track:3stWWPN41byqp8loPdy92u,,,,trackdone,trackdone,true,,false,1654613682360,false
2022-06-07T14:58:46Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",112894,BR,179.178.46.24,unknown,Smoothie,Florence Ada,Smoothie,spotify:track:2k4zcCon1Y3uuqTyF51IJl,,,,trackdone,trackdone,true,,false,1654613882082,false
2022-06-07T15:02:19Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",212600,BR,179.178.46.24,unknown,Toe Cutter - Thumb Buster,Thee Oh Sees,Floating Coffin,spotify:track:4lZjHEJXzKCCTVPtgYcypv,,,,trackdone,trackdone,true,,false,1654613995504,false
2022-06-07T15:06:17Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",237320,BR,189.40.102.48,unknown,Mind Control,Truckfighters,Universe,spotify:track:5bY8XPUdBnUgIkOOca6SRA,,,,trackdone,trackdone,true,,false,1654614208728,false
2022-06-08T04:13:21Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1907,BR,189.40.103.92,unknown,The Pot,TOOL,"10,000 Days",spotify:track:1lATXTBJDHwawvT1UfxWu3,,,,trackdone,unexpected-exit-while-paused,true,,false,1654614446348,false
2022-06-09T19:08:37Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",2586,BR,179.95.77.118,unknown,Someday,The Strokes,Is This It,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,,,,playbtn,fwdbtn,true,,false,1654801782930,false
2022-06-09T19:08:41Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",3123,BR,179.95.77.118,unknown,Crying Lightning,Arctic Monkeys,Humbug,spotify:track:6wVWJl64yoTzU27EI8ep20,,,,fwdbtn,fwdbtn,true,,false,1654801785984,false
2022-06-09T19:08:44Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",2690,BR,179.95.77.118,unknown,Jacqueline,Franz Ferdinand,Franz Ferdinand,spotify:track:3tc0yir2NHwhzVWZnmukhS,,,,fwdbtn,fwdbtn,true,,false,1654801789274,false
2022-06-09T19:08:45Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1857,BR,179.95.77.118,unknown,Sun,Two Door Cinema Club,Beacon,spotify:track:5saMo1BtSHW111VrurVHe8,,,,fwdbtn,fwdbtn,true,,false,1654801792063,false
2022-06-09T19:08:49Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",3233,BR,179.95.77.118,unknown,Ain't No Rest For The Wicked - Original Version,Cage The Elephant,Cage The Elephant,spotify:track:7tCHpjktA50ihtkLz6bAnn,,,,fwdbtn,fwdbtn,true,,false,1654801794076,false
2022-06-09T19:08:50Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1350,BR,179.95.77.118,unknown,Gotta Get Away,The Black Keys,Turn Blue,spotify:track:0zo4T5c5VV42554ySEc5J6,,,,fwdbtn,fwdbtn,true,,false,1654801797407,false
2022-06-09T19:09:16Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",25524,BR,179.95.77.118,unknown,The View From The Afternoon,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",spotify:track:5eyTC5GZzpzlN7YRO9AoPf,,,,fwdbtn,endplay,true,,false,1654801798864,false
2022-06-09T19:14:11Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",143626,BR,179.95.77.118,unknown,Red Light Indicates Doors Are Secured,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",spotify:track:56GFlp1dkt7dw56pQdTwqW,,,,clickrow,trackdone,true,,false,1654801825083,false
2022-06-09T19:16:35Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",143066,BR,179.95.77.118,unknown,Pig,Sparklehorse,Good Morning Spider,spotify:track:6NMG1f5QGi1fadM1fJdEaw,,,,trackdone,trackdone,true,,false,1654802119603,false
2022-06-09T19:20:41Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",245576,BR,179.95.77.118,unknown,Fingers Dance,The Dead Pirates,Fat,spotify:track:5hCUD08xpUZ7PgsGRZwgGB,,,,trackdone,trackdone,true,,false,1654802263483,false
2022-06-09T19:23:55Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",193426,BR,179.95.77.118,unknown,From The Ritz To The Rubble,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",spotify:track:2vQQfWTanvD99OeHLAoyhW,,,,trackdone,trackdone,true,,false,1654802509254,false
2022-06-09T19:28:24Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",268626,BR,189.40.100.171,unknown,Perhaps Vampires Is A Bit Strong But…,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",spotify:track:6Slvi85s1hIaeykjvDe1xk,,,,trackdone,trackdone,true,,false,1654802703367,false
2022-06-10T00:32:26Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",6717,BR,179.95.77.118,unknown,When The Sun Goes Down,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",spotify:track:2zzLRQ78kKfPTx8FJQCdC2,,,,trackdone,unexpected-exit-while-paused,true,,false,1654802972439,false
2022-06-13T16:27:35Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",324533,BR,179.95.77.118,unknown,No Way,Alain Caron,Le Band,spotify:track:21insAWTe5rKqvBWkTfvkO,,,,playbtn,trackdone,true,,false,1655137398623,false
2022-06-13T16:34:34Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",417920,BR,179.95.77.118,unknown,1-4-U,Alain Caron,Septentrion,spotify:track:0c7eX7yoRP95YGJXyalZQJ,,,,trackdone,trackdone,true,,false,1655137722787,false
2022-06-13T19:57:38Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",393053,BR,179.95.77.118,unknown,Shofukan,Snarky Puppy,We Like It Here,spotify:track:1BWsQm7kOBjK2aSFYg5HQZ,,,,trackdone,trackdone,true,,false,1655138141066,false
2022-06-13T19:57:39Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",78241,BR,179.95.77.118,unknown,Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis,Kind Of Blue (Legacy Edition),spotify:track:0aWMVrwxPNYkKmFthzmpRi,,,,trackdone,unexpected-exit-while-paused,true,,true,1655138534805,false
2022-06-14T15:32:54Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",3423,BR,179.95.77.118,unknown,Pokémon (1999) - Theme Song - Gotta Catch 'Em All,Geek Music,The Anime Collection Volume Two,spotify:track:6CVklFPNuBHMxBXP0Uh8LA,,,,playbtn,fwdbtn,true,,false,1655220836359,false
2022-06-14T15:38:21Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",327966,BR,179.95.77.118,unknown,LOST IN PARADISE,ALI,LOST IN PARADISE,spotify:track:7kRKlFCFLAUwt43HWtauhX,,,,fwdbtn,trackdone,true,,false,1655220840747,false
2022-06-14T15:44:38Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",377066,BR,179.95.77.118,unknown,The Real Folk Blues,Mai Yamane,COWBOY BEBOP Vitaminless,spotify:track:5Cmf3LmbLd9g79rS55X7qK,,,,trackdone,trackdone,true,,false,1655221167682,false
2022-06-14T15:48:51Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",252173,BR,179.95.77.118,unknown,空色デイズ,Shoko Nakagawa,しょこたん☆べすと――(°∀°)――!!,spotify:track:4EkbGJChszyxhEP0bIwBSZ,,,,trackdone,trackdone,true,,false,1655221545146,false
2022-06-14T17:27:35Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",246333,BR,179.95.77.118,unknown,モザイクカケラ (STAGE13〜23 ED),Eiichiro Taruki,熱烈!アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「コードギアス 反逆のルルーシュ」 vol.1 [主題歌OP/ED 編],spotify:track:7xlB6BQAiIuCRHnWHgBmim,,,,trackdone,logout,true,,false,1655221797885,false
2022-06-15T20:26:19Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1957,BR,179.95.77.118,unknown,Kaikai Kitan,Eve,Kaikai Kitan / Ao No Waltz,spotify:track:6y4GYuZszeXNOXuBFsJlos,,,,fwdbtn,fwdbtn,true,,false,1655324843495,false
2022-06-15T20:26:31Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",11576,BR,179.95.77.118,unknown,VIVID VICE,Who-ya Extended,VIVID VICE,spotify:track:4dP2W0dgJAhvY1K7Yww0FH,,,,fwdbtn,fwdbtn,true,,false,1655324845823,false
2022-06-15T20:26:33Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1930,BR,179.95.77.118,unknown,THE DAY,PornoGraffitti,Butterfly Effect,spotify:track:1tjOClAkdMxDfYPO0xvGbG,,,,fwdbtn,fwdbtn,true,,false,1655324857640,false
2022-06-15T20:26:42Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",9132,BR,179.95.77.118,unknown,MUKANJYO,Survive Said The Prophet,MUKANJYO,spotify:track:4MTgIH5OZQHAbdBWgbKSAb,,,,fwdbtn,fwdbtn,true,,false,1655324859653,false
2022-06-15T20:26:44Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1313,BR,179.95.77.118,unknown,No Game No Life Opening,Amy B,No Game No Life Opening,spotify:track:4sYAOOQIVPQwNf9bFKc4Q9,,,,fwdbtn,fwdbtn,true,,false,1655324869156,false
2022-06-15T20:26:46Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1275,BR,179.95.77.118,unknown,again,YUI,HOLIDAYS IN THE SUN,spotify:track:4OQq1bcP12GQQXJNupxqfR,,,,fwdbtn,fwdbtn,true,,false,1655324870598,false
2022-06-15T20:26:48Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1731,BR,179.95.77.118,unknown,Guren no Yumiya,Linked Horizon,Shingeki no Kiseki,spotify:track:70p3HYq9iHZisJqpDmWd1U,,,,fwdbtn,fwdbtn,true,,false,1655324872222,false
2022-06-15T20:26:50Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",2155,BR,179.95.77.118,unknown,My Hero Academia: You Can Become a Hero,Geek Music,"The Anime Collection, Vol. 3",spotify:track:2nWP9JYHN8abSce8UfamWP,,,,fwdbtn,fwdbtn,true,,false,1655324874456,false
2022-06-15T20:26:56Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",5419,BR,179.95.77.118,unknown,Guren no Yumiya Tv Size Ver.,Linked Horizon,Guren no Yumiya Tv Size Ver.,spotify:track:6rsbsdiGDrYvhbb1K7ziTL,,,,fwdbtn,fwdbtn,true,,false,1655324877056,false
2022-06-15T20:27:01Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",4708,BR,179.95.77.118,unknown,Departure!,Masatoshi Ono,HUNTER×HUNTER セレクト×ベスト×α,spotify:track:5sjoJa0YmBCCPMrBPsBMge,,,,fwdbtn,fwdbtn,true,,false,1655324882847,false
2022-06-15T20:27:03Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",2112,BR,179.95.77.118,unknown,COLORS -CODE GEASS OPENING MIX-,FLOW,COLORS,spotify:track:6xUBXdVdzs50AvqARndD1A,,,,fwdbtn,fwdbtn,true,,false,1655324887851,false
2022-06-15T20:27:06Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",2105,BR,179.95.77.118,unknown,紅蓮華,LiSA,LEO-NiNE,spotify:track:0qMip0B2D4ePEjBJvAtYre,,,,fwdbtn,fwdbtn,true,,false,1655324890232,false
2022-06-15T20:27:10Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",4222,BR,179.95.77.118,unknown,Let Me Hear,"Fear, and Loathing in Las Vegas",Feeling of Unity,spotify:track:5sqkarfxe7UejHTlCtHCLS,,,,fwdbtn,fwdbtn,true,,false,1655324892673,false
2022-06-15T20:27:20Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",5143,BR,179.95.77.118,unknown,Attack on Titan,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",spotify:track:5IzZpz0vA73IIjqFPpXSXP,,,,fwdbtn,endplay,true,,false,1655324897089,false
2022-06-15T20:27:23Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",2043,BR,179.95.77.118,unknown,Hank Is Dead,Red Fang,Murder the Mountains (Deluxe Version),spotify:track:2GZbJjsph5LKA0reVwefxH,,,,playbtn,fwdbtn,true,,false,1655324907173,false
2022-06-15T20:27:24Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1103,BR,179.95.77.118,unknown,Quentin,The Dead Pirates,Highmare,spotify:track:7cnFB1Z4U3y8NH3D9IiSM4,,,,fwdbtn,fwdbtn,true,,false,1655324909415,false
2022-06-15T20:27:26Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",330,BR,179.95.77.118,unknown,Freya,The Sword,Age of Winters,spotify:track:4FWC84DQU9Y07aPdiBwTy3,,,,fwdbtn,fwdbtn,true,,false,1655324911300,false
2022-06-15T20:27:27Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",42,BR,179.95.77.118,unknown,Intelligent Worship,Fu Manchu,Clone of the Universe,spotify:track:52tGZbGFCfWAxkkmroPaqA,,,,fwdbtn,fwdbtn,true,,false,1655324912795,false
2022-06-15T20:27:28Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",65,BR,179.95.77.118,unknown,Supa Scoopa and Mighty Scoop,Kyuss,Welcome to Sky Valley,spotify:track:74PX4Sa0tXJDStditawG0O,,,,fwdbtn,fwdbtn,true,,false,1655324914051,false
2022-06-15T20:27:30Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",75,BR,179.95.77.118,unknown,Right Death Before,ASG,Win Us Over,spotify:track:7nWo3gDvLzPsr8SEP2ldUa,,,,fwdbtn,fwdbtn,true,,false,1655324915174,false
2022-06-15T20:27:31Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",0,BR,179.95.77.118,unknown,Rising,Dozer,Call it Conspiracy,spotify:track:0pTPWUOSF81x7yNP3TFWna,,,,fwdbtn,fwdbtn,true,,false,1655324916439,false
2022-06-15T20:27:32Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",0,BR,179.95.77.118,unknown,The Pot,TOOL,"10,000 Days",spotify:track:1lATXTBJDHwawvT1UfxWu3,,,,fwdbtn,fwdbtn,true,,false,1655324917952,false
2022-06-15T20:27:33Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",0,BR,179.95.77.118,unknown,Let the Devil In,Green Lung,Woodland Rites,spotify:track:5tATUBFQQFUBIs1p1fCFkQ,,,,fwdbtn,fwdbtn,true,,false,1655324919067,false
2022-06-15T20:33:11Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",336720,BR,179.95.77.118,unknown,Older No Wiser,Red Desert,Damned by Fate,spotify:track:3vX40kM91roJS58JpFMWct,,,,fwdbtn,trackdone,true,,false,1655324920049,false
2022-06-15T20:37:54Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",282493,BR,179.95.77.118,unknown,The Advent Of Panurge,Gentle Giant,Octopus,spotify:track:5UqFSGvjvZJuhiFWxXHmc2,,,,trackdone,trackdone,true,,false,1655325257348,false
2022-06-15T20:43:41Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",345436,BR,179.95.77.118,unknown,Soul out of Control,Samavayo,Split EP,spotify:track:4KwIb7iWTSYn8HjpvffEmg,,,,trackdone,endplay,true,,false,1655325540449,false
2022-06-16T03:03:54Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",198651,BR,179.95.77.118,unknown,Justify,Samavayo,Justify,spotify:track:3pPdkcvssy7LJGjmNshJxW,,,,clickrow,unexpected-exit-while-paused,true,,false,1655325888602,false
2022-06-16T15:10:24Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1502,BR,179.95.77.118,unknown,Come A Little Closer,Cage The Elephant,Melophobia,spotify:track:7oWbeO9v3Cfs900q7JhLAs,,,,playbtn,fwdbtn,true,,false,1655392288208,false
2022-06-16T15:10:27Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",2967,BR,179.95.77.118,unknown,Afghan Sky,Samavayo,Payan,spotify:track:3RstArzDcFavLvuUfWJg59,,,,fwdbtn,fwdbtn,true,,false,1655392290227,false
2022-06-16T15:10:33Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",1083,BR,179.95.77.118,unknown,Fake Tales Of San Francisco,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",spotify:track:7BuzJmV2h6eBbSDdRaDY7C,,,,fwdbtn,endplay,true,,false,1655392293509,false
2022-06-16T15:10:37Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",3655,BR,179.95.77.118,unknown,The Boy With the Arab Strap,Belle and Sebastian,The Boy With the Arab Strap,spotify:track:5GPPI3rnZDptLYRN4vTUoZ,,,,playbtn,endplay,true,,false,1655392299732,false
2022-06-16T15:14:26Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",228840,BR,179.95.77.118,unknown,6 Underground,Sneaker Pimps,Becoming X,spotify:track:3UtGz5qWgIv4jJNYGvAvdB,,,,playbtn,trackdone,true,,false,1655392303477,false
2022-06-16T15:18:04Z,xngnm3j4vjni403oma295la0j,"Android-tablet OS 12 API 31 (samsung, SM-M526B)",218146,BR,179.95.77.118,unknown,rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,spotify:track:0e7ipj03S05BNilyu5bRzt,,,,trackdone,trackdone,true,,false,1655392532101,false
